"x","y","z"
22,37,93
26,29,32
95,13,56
22,28,91
42,70,19
78,66,74
48,99,26
29,60,53
49,19,62
15,98,80
52,43,33
44,58,23
53,93,0
74,34,62
39,5,13
86,96,92
90,72,23
79,12,70
87,17,48
76,49,18
92,9,28
90,96,98
73,1,2
48,15,89
37,7,23
52,43,88
42,94,63
34,6,64
89,68,31
69,71,9
19,72,23
13,34,38
75,5,64
63,74,43
4,59,20
56,28,21
12,0,9
45,89,12
44,97,80
85,76,4
68,86,58
40,78,3
93,35,74
42,61,47
20,3,85
87,17,14
61,15,60
27,98,33
79,43,27
25,80,49
13,51,11
59,51,63
10,53,80
47,33,63
42,91,2
25,59,63
9,9,99
10,0,80
57,10,24
10,28,19
55,59,52
17,81,33
95,92,42
88,2,91
87,28,58
9,78,42
71,46,76
96,18,47
40,3,44
65,94,51
88,46,23
82,4,31
56,23,17
95,38,75
45,57,3
21,22,31
95,16,88
47,88,5
41,71,31
37,54,92
25,30,46
83,94,5
50,41,2
90,63,76
4,46,68
22,32,53
39,87,21
21,26,94
14,55,34
54,18,47
53,27,44
83,61,44
33,55,43
47,98,46
55,19,87
4,80,56
95,36,85
88,55,32
17,29,40
88,14,6
65,21,54
40,78,39
62,40,41
91,7,34
3,92,43
97,18,14
20,27,54
98,71,79
5,24,13
33,10,13
5,14,20
85,12,12
59,57,26
42,26,96
90,54,74
53,46,77
90,26,30
34,5,55
96,40,5
1,69,60
57,5,53
20,23,75
35,72,78
74,73,9
70,91,49
16,20,32
53,82,51
51,93,85
71,81,28
80,11,53
97,68,2
91,43,13
93,45,2
60,93,81
62,72,13
81,79,7
56,89,97
31,81,27
28,24,31
93,9,1
74,81,41
91,23,45
43,29,33
5,22,48
91,78,27
27,7,38
9,46,22
10,58,2
88,76,68
97,13,39
3,76,92
36,89,91
0,30,55
23,6,55
60,95,84
19,53,15
58,83,59
29,35,0
92,25,84
34,22,89
34,76,29
17,52,72
16,52,33
37,87,78
57,33,66
45,46,88
40,30,37
44,25,65
47,34,21
22,29,63
49,91,41
63,63,91
74,45,1
94,43,21
62,67,36
62,76,6
20,51,46
37,33,95
50,32,11
33,90,52
3,38,67
91,36,23
35,58,60
85,62,54
54,69,72
98,12,67
94,22,86
5,95,47
1,83,6
45,25,80
49,53,10
37,10,65
51,55,92
10,24,68
58,91,96
33,84,37
8,59,52
3,24,82
82,48,68
80,48,72
13,11,97
96,58,98
39,74,1
4,72,24
64,26,4
8,40,19
66,29,47
41,16,37
98,39,58
57,26,92
78,11,76
77,31,76
55,76,80
78,46,73
48,72,32
15,21,63
30,23,92
81,23,51
15,62,48
87,31,17
16,79,38
69,26,79
25,45,44
76,44,19
16,22,34
90,86,62
40,65,22
72,46,16
86,65,68
72,21,87
5,84,35
20,18,4
49,27,40
68,32,20
84,23,5
32,43,99
56,86,35
2,22,60
13,43,32
88,19,28
22,85,75
43,90,81
33,51,83
4,21,6
95,5,98
69,30,92
69,90,25
7,31,61
55,20,68
90,84,3
27,57,54
34,61,47
89,27,47
88,64,94
7,61,73
94,4,7
42,61,12
37,47,16
13,56,64
21,19,81
46,10,9
37,91,62
31,97,5
30,77,26
51,65,98
13,61,57
25,95,38
24,46,29
21,36,4
90,58,46
2,96,98
90,5,65
89,70,34
25,79,12
44,48,27
76,84,37
90,67,0
15,21,83
19,51,80
68,23,47
13,56,49
19,94,25
53,35,3
93,91,34
75,17,90
64,63,68
8,71,14
34,36,28
40,16,52
44,66,88
13,62,86
88,54,83
15,40,7
95,20,84
81,21,11
31,48,48
28,77,37
42,91,39
16,17,38
0,0,29
51,97,67
91,55,28
8,10,52
31,76,18
68,40,84
36,0,4
43,2,23
25,71,12
63,48,11
56,7,86
75,4,43
17,2,41
72,8,19
83,21,85
3,77,26
42,9,59
91,56,53
64,31,45
47,19,17
83,17,42
58,10,13
76,21,83
94,60,59
85,15,98
6,85,84
95,5,44
68,87,97
30,83,60
89,34,6
93,39,33
99,23,11
19,33,85
70,58,97
96,82,98
40,2,96
93,56,66
82,77,77
19,29,98
58,68,52
18,96,5
97,12,52
40,62,95
74,67,38
76,65,17
99,58,11
83,30,4
68,63,57
71,83,27
16,17,50
90,53,88
82,47,31
91,38,37
42,73,94
2,9,28
92,82,47
34,37,53
78,74,89
93,47,99
68,99,52
41,36,98
35,18,16
80,16,26
64,43,73
19,13,57
5,68,51
93,10,92
60,20,59
19,41,71
7,68,64
56,10,54
34,12,37
6,61,1
20,8,50
46,60,68
32,1,43
45,16,86
30,41,94
50,94,88
17,56,55
75,57,4
66,47,76
9,51,17
56,48,91
47,93,57
41,30,42
49,51,63
74,47,40
74,32,62
30,1,1
21,25,3
30,88,72
58,83,44
87,10,36
45,98,83
73,11,3
12,1,86
24,36,41
44,13,11
36,71,76
58,50,88
18,26,42
91,50,62
35,87,19
57,38,38
9,27,45
71,85,64
61,77,3
89,51,73
69,21,99
74,77,52
56,89,72
41,55,32
94,77,52
30,10,61
53,50,95
38,99,22
38,85,78
90,59,69
40,62,32
51,56,71
4,12,5
9,89,31
75,67,27
59,65,15
21,39,41
77,81,65
23,0,7
72,94,14
35,94,12
17,80,77
22,60,49
77,51,77
57,93,67
34,84,26
51,48,57
16,69,37
11,99,87
4,11,13
85,30,7
89,4,98
50,6,10
50,93,27
98,23,40
62,76,37
56,22,34
71,51,34
71,56,78
96,60,31
93,99,56
45,8,45
50,21,16
6,86,99
78,26,78
58,80,21
46,83,7
27,55,48
85,75,55
83,49,45
9,35,42
38,81,1
21,38,48
17,90,66
39,61,36
77,50,86
52,67,64
63,22,19
45,67,42
57,74,75
71,37,11
25,18,15
80,82,16
57,75,9
42,6,39
1,43,61
85,10,92
77,74,11
64,2,64
8,32,17
89,90,90
45,65,43
62,69,56
38,42,0
87,47,55
8,69,38
1,13,95
36,67,94
77,33,2
50,70,29
70,88,29
60,68,76
7,96,20
56,93,83
30,15,32
79,45,78
98,74,28
57,27,52
65,86,22
29,90,90
50,90,42
51,73,96
80,95,50
21,96,93
37,95,15
11,96,48
22,0,53
51,19,17
64,38,30
13,18,50
15,44,84
22,70,98
69,15,26
25,90,94
91,38,94
62,9,53
94,43,98
91,84,76
52,79,17
54,98,52
98,75,67
53,72,81
3,53,4
59,59,25
5,60,9
93,7,46
85,38,1
22,69,25
77,93,21
40,64,59
49,54,21
61,40,76
58,75,82
45,56,74
12,39,97
76,89,58
5,4,59
93,8,10
46,60,75
59,76,5
54,97,57
70,6,33
66,95,86
75,18,68
84,50,44
60,76,45
42,8,75
48,97,31
4,82,39
44,72,7
56,28,23
82,98,63
38,45,25
96,77,51
36,53,33
60,99,65
41,32,14
77,41,33
76,11,79
18,74,94
87,90,99
50,76,18
94,8,26
43,64,33
86,7,54
67,34,16
33,39,37
7,11,98
28,68,23
45,2,95
88,52,86
20,14,65
31,87,10
21,41,58
3,30,96
85,42,69
48,23,54
40,44,98
13,76,7
81,66,39
74,50,10
29,63,97
53,71,76
46,34,62
97,33,37
46,55,35
82,47,33
7,0,9
15,79,71
99,5,52
70,41,92
63,20,7
35,90,47
65,96,48
99,26,47
28,82,9
63,73,99
75,93,51
60,48,42
25,98,56
27,51,53
9,74,35
30,0,37
87,92,52
94,54,4
23,31,91
66,2,60
52,93,20
37,36,1
56,92,69
31,44,72
76,29,56
66,34,45
38,66,35
89,25,78
12,93,15
11,28,66
21,49,25
79,37,8
71,41,34
41,49,85
33,6,12
72,87,57
77,37,25
95,90,36
71,50,76
94,43,80
35,40,41
45,41,47
0,13,67
82,50,8
68,82,81
82,90,22
62,30,11
26,30,30
18,23,99
93,23,4
34,23,88
19,25,98
35,76,30
62,79,57
47,8,13
95,13,8
57,13,87
48,81,60
31,76,64
53,1,76
84,94,49
93,5,87
77,92,16
69,14,61
73,29,4
84,91,49
59,78,49
31,93,23
53,72,61
26,98,87
98,8,36
6,73,78
28,27,34
29,70,64
55,46,45
55,97,66
90,99,25
1,63,22
32,54,12
91,76,93
21,73,94
94,37,22
17,59,28
32,81,96
90,6,4
77,20,26
51,5,4
17,83,32
32,61,10
41,85,60
6,4,26
11,42,13
41,63,2
68,33,56
71,44,51
89,5,46
35,88,59
12,83,90
70,16,10
80,48,64
84,88,94
4,70,94
46,85,70
45,45,22
70,23,60
46,90,20
57,62,75
0,74,95
61,58,70
97,88,13
61,27,24
27,30,65
23,86,5
89,72,17
74,25,95
90,58,51
65,65,54
36,85,10
4,99,29
7,78,25
58,26,60
73,4,98
70,2,47
96,44,45
76,13,7
65,25,76
40,16,70
26,24,34
54,46,44
76,65,37
46,57,93
55,91,23
34,67,26
19,60,30
42,50,44
90,79,43
45,18,83
66,59,21
51,45,1
87,82,19
99,66,32
86,31,58
99,95,5
1,7,66
12,75,14
62,29,20
77,74,4
61,78,27
85,9,64
92,61,73
27,98,17
19,53,36
27,19,20
89,16,98
9,44,50
81,80,91
82,92,81
83,27,4
61,91,78
13,49,42
59,44,0
5,94,37
32,75,53
33,74,93
0,17,71
33,91,98
65,55,28
51,18,59
22,51,8
45,78,99
74,54,43
47,84,41
10,82,59
5,29,87
91,34,68
49,22,57
6,67,6
85,65,36
50,41,71
68,37,64
11,3,71
60,82,11
88,11,90
59,90,29
24,71,95
96,64,71
63,34,92
99,90,72
84,33,20
87,67,75
54,50,71
75,22,13
94,59,46
58,66,96
45,4,14
79,56,4
91,76,87
17,38,94
95,63,21
79,81,89
77,74,76
9,91,47
39,58,91
49,85,0
18,79,37
21,61,41
27,94,74
44,48,0
46,78,33
4,55,28
47,76,70
7,3,83
7,7,79
37,73,98
4,59,19
6,63,31
29,46,91
97,85,42
21,55,45
31,38,7
94,8,54
98,9,4
62,58,64
16,25,52
12,53,77
26,18,11
19,81,21
50,87,57
40,61,12
49,57,86
68,95,61
69,62,52
43,37,94
76,8,67
44,56,74
5,53,10
0,40,0
25,18,74
7,40,43
2,44,77
70,76,11
46,17,67
20,16,96
62,5,20
37,8,24
66,56,27
65,84,40
10,81,33
52,29,96
76,50,20
36,81,31
24,41,74
18,92,15
3,18,72
22,88,15
34,22,22
6,10,22
52,35,83
30,29,47
46,53,41
7,84,2
64,69,36
93,38,96
93,4,9
44,13,83
92,26,13
60,78,67
52,37,8
54,3,91
70,69,32
66,84,69
26,93,58
33,54,14
26,49,50
35,90,79
55,76,56
1,73,78
81,46,12
41,64,11
83,60,17
88,57,22
71,28,83
99,96,7
69,52,10
83,86,29
7,37,3
63,54,39
8,53,16
22,40,93
22,75,22
70,7,35
18,93,56
57,60,66
21,73,90
65,24,34
63,37,52
8,45,92
73,52,23
64,80,29
68,20,78
30,72,50
72,27,5
50,52,68
1,70,86
91,5,45
61,23,36
24,61,90
22,16,18
95,94,30
72,24,25
58,55,24
48,8,66
78,47,33
78,26,17
94,78,4
97,78,50
30,67,35
44,90,28
2,1,14
28,28,40
92,94,56
45,89,89
79,28,70
52,18,97
38,61,88
83,52,64
7,33,0
59,0,2
91,16,58
38,62,37
67,34,81
16,51,94
51,87,51
58,97,89
91,63,69
26,20,61
86,51,39
4,96,4
98,35,70
51,83,13
23,83,74
58,68,13
99,58,42
78,6,57
33,39,59
92,11,43
65,32,22
65,81,55
15,72,84
89,53,73
23,8,94
64,14,44
60,27,2
17,38,60
43,89,18
78,25,94
24,98,8
9,69,83
98,1,77
72,39,27
62,54,49
58,55,70
27,4,56
79,59,64
17,23,58
33,58,80
22,60,37
2,14,3
49,60,18
8,62,68
22,54,33
98,90,69
94,82,18
63,10,68
98,46,98
69,92,51
76,81,96
95,21,52
74,2,15
15,0,77
4,53,33
91,18,90
66,67,49
98,4,64
43,17,26
44,39,68
94,42,71
48,5,17
82,62,69
52,65,59
65,80,39
33,27,48
84,90,40
60,60,35
16,32,41
97,84,44
49,41,36
5,36,7
46,98,69
13,30,69
58,56,50
85,92,83
88,87,55
45,45,98
81,84,82
0,15,81
25,50,44
1,12,22
24,6,8
44,0,12
39,42,50
33,75,26
62,79,51
69,39,50
41,19,80
42,30,85
61,4,2
41,57,5
19,77,83
72,41,79
88,70,60
3,45,96
95,66,18
23,23,19
44,53,10
35,62,70
26,90,32
38,92,65
25,76,80
93,37,42
32,83,49
79,91,43
53,62,36
35,32,2
16,20,16
83,61,42
0,7,96
56,76,17
21,6,3
92,66,67
80,9,81
73,16,24
48,75,57
40,30,22
77,68,64
70,27,3
72,97,3
65,33,28
44,77,11
56,53,18
44,62,10
56,65,39
80,10,9
97,22,75
92,98,38
54,26,56
79,3,54
59,83,33
38,4,28
99,22,31
46,40,52
55,18,93
60,55,99
27,32,37
30,56,66
92,12,77
90,2,1
77,70,2
89,56,85
64,98,45
65,22,1
64,50,46
74,12,88
69,71,49
29,7,19
40,2,81
43,32,6
53,48,2
4,87,90
48,97,80
41,48,5
25,92,32
3,64,84
94,53,21
97,58,84
98,32,47
37,66,86
39,78,90
63,2,18
18,76,47
98,45,90
20,15,25
92,79,50
5,48,27
62,66,96
7,36,76
52,59,98
76,93,5
11,46,22
78,16,95
6,79,98
43,55,44
11,45,71
20,16,95
59,0,98
31,41,51
34,78,89
83,83,15
96,95,54
4,54,41
98,70,1
1,45,22
0,90,99
44,16,47
29,25,75
86,77,82
46,47,88
23,32,33
18,78,1
98,47,59
29,34,90
49,32,84
12,51,87
75,74,43
64,50,82
75,37,13
59,44,62
29,14,2
72,67,48
32,36,43
88,82,29
75,79,76
42,23,61
83,21,5
30,44,2
80,97,78
75,64,1
86,70,20
15,65,31
92,20,2
84,46,4
96,4,40
47,99,13
4,57,22
87,58,39
68,90,19
99,0,41
56,20,98
74,80,6
96,32,17
81,7,26
36,5,92
94,22,37
88,6,62
2,39,15
65,39,46
26,10,25
55,56,92
19,10,46
48,98,74
86,25,69
59,36,69
18,76,12
63,90,55
42,81,58
8,26,73
55,44,43
50,57,32
32,43,85
87,61,90
36,69,89
84,56,97
0,53,55
92,5,78
40,25,29
82,50,1
73,54,82
33,2,17
21,2,27
48,95,71
56,26,47
37,86,12
84,2,76
31,4,75
88,6,38
11,23,8
88,79,14
43,57,57
69,10,70
16,3,53
25,97,53
44,75,53
90,57,21
86,67,45
43,35,49
65,1,38
93,94,87
58,59,64
52,73,57
6,39,70
67,42,68
74,87,83
95,7,12
46,79,10
71,4,88
82,36,19
31,42,86
32,48,47
35,25,52
26,67,11
16,35,96
3,57,68
15,63,90
52,75,29
83,88,35
89,55,8
87,29,35
75,93,6
45,30,61
37,92,84
43,6,40
91,60,71
85,29,76
98,44,60
1,59,39
17,56,56
2,2,47
61,77,73
21,75,39
47,70,69
47,25,59
39,56,3
28,94,30
79,37,56
67,49,24
32,56,94
50,75,50
14,39,29
13,65,54
95,8,81
26,72,43
55,71,42
30,79,99
21,87,84
21,74,56
37,41,34
73,19,56
4,10,16
32,55,42
1,17,6
36,61,66
34,90,64
92,88,46
7,41,93
57,41,10
19,63,78
68,59,72
36,26,12
34,16,44
48,47,54
52,49,49
57,69,94
86,80,0
58,76,33
59,65,99
62,9,30
31,51,77
99,17,33
81,50,98
61,0,9
88,99,66
90,50,78
1,1,31
16,57,34
84,40,29
13,96,59
52,22,43
62,3,64
89,52,82
8,36,4
80,79,25
85,92,65
8,20,20
48,72,98
52,50,94
87,58,19
60,70,51
79,34,80
75,99,86
24,68,8
53,8,88
80,76,81
66,70,94
64,7,93
84,89,65
60,97,5
68,10,23
2,48,14
41,3,36
96,89,75
78,89,64
72,4,32
8,5,6
30,62,39
99,51,42
37,1,17
3,32,55
22,19,61
88,35,8
56,64,82
22,75,74
0,2,43
29,80,72
31,53,0
31,15,87
80,49,69
89,53,82
97,8,94
53,36,66
49,2,46
30,53,9
94,40,0
58,37,74
70,48,93
1,37,96
45,49,62
9,22,44
91,4,38
31,39,78
7,19,48
46,25,77
27,97,65
57,97,19
11,22,39
16,27,12
21,53,57
89,78,0
18,26,63
53,82,20
19,59,40
7,22,98
26,74,59
2,73,9
92,38,85
57,54,52
75,25,46
96,33,67
45,28,78
99,16,10
52,9,25
40,48,52
20,19,18
42,50,7
56,16,2
25,45,85
42,6,49
2,81,72
83,36,84
87,70,91
35,88,78
11,94,45
87,25,95
30,45,41
78,65,52
80,73,96
55,68,6
48,55,32
77,68,51
60,51,53
1,50,39
63,5,30
52,56,81
94,50,6
64,90,93
6,37,80
41,47,27
56,69,74
53,0,80
67,60,34
85,68,7
40,26,22
60,74,0
3,18,93
14,55,82
30,87,98
78,40,94
43,45,73
13,22,2
66,25,65
47,43,80
48,34,74
55,2,27
79,20,29
79,0,18
69,4,50
99,5,53
68,59,57
71,57,43
72,51,53
47,92,73
7,84,95
33,10,95
89,54,71
59,20,67
43,24,97
41,7,47
34,63,73
78,33,52
84,98,63
50,48,65
14,73,1
68,51,61
32,51,98
4,19,2
41,62,3
9,95,81
46,64,45
6,78,9
45,35,8
69,99,34
57,70,66
95,6,13
51,76,72
21,10,14
7,6,45
92,53,81
18,88,58
52,7,79
3,57,82
23,62,37
87,95,91
65,62,68
57,99,32
96,26,42
78,65,74
23,73,87
2,41,84
17,41,78
92,53,97
67,81,88
81,36,40
60,10,84
3,21,29
66,6,30
68,9,87
29,37,64
19,43,78
3,95,66
19,35,91
39,30,86
38,5,73
12,93,7
89,5,86
93,86,19
16,90,48
76,71,34
76,21,94
49,26,67
55,33,91
99,14,70
53,92,1
24,59,86
34,6,14
49,98,81
71,96,95
48,79,30
2,6,31
6,93,22
76,34,69
70,69,99
4,78,56
49,22,91
20,13,94
98,11,99
42,24,12
61,4,71
99,86,80
34,62,40
80,80,37
22,97,52
41,71,18
97,85,38
82,84,16
26,5,76
42,92,99
4,61,21
26,13,45
9,95,91
7,71,47
88,33,0
28,72,30
13,56,40
27,80,1
54,46,17
91,7,83
28,16,38
59,96,45
77,81,13
6,47,52
57,93,0
65,79,95
29,81,15
25,53,84
60,7,87
95,84,74
4,83,79
97,49,48
53,59,73
37,97,72
93,1,86
17,55,16
84,25,86
2,34,52
1,18,98
31,1,17
87,45,59
72,96,63
54,32,72
2,86,76
52,54,59
54,87,91
20,54,13
31,22,17
41,10,23
44,13,42
41,5,76
3,22,61
19,88,82
33,44,76
77,68,68
86,45,35
30,82,71
94,68,71
40,8,65
27,43,13
54,3,85
81,11,63
27,28,59
99,1,21
16,51,5
22,4,67
82,72,58
37,54,90
88,90,52
72,0,21
0,38,66
81,88,91
19,73,14
79,19,1
87,82,52
13,26,80
79,36,85
30,11,89
81,56,52
47,2,32
30,15,30
50,93,66
8,91,95
76,52,57
66,74,71
10,53,60
57,20,74
59,49,66
28,54,17
13,72,98
46,59,96
17,11,89
47,63,47
51,85,64
25,68,42
26,87,55
34,4,99
82,85,69
7,45,84
47,37,30
22,37,66
75,39,12
98,78,66
55,26,81
15,70,96
45,7,44
76,93,7
94,17,79
15,57,0
53,83,88
33,27,30
32,26,68
38,33,79
39,90,10
0,49,12
4,73,75
73,83,71
25,74,16
63,44,54
2,88,49
72,60,42
36,23,77
54,99,48
10,61,48
94,24,64
38,26,68
80,91,14
49,71,15
12,48,44
65,41,26
7,66,71
23,84,78
81,75,44
71,94,22
63,67,69
80,90,99
46,48,13
53,25,10
92,84,42
64,58,3
28,71,30
55,3,75
34,1,0
60,24,98
1,42,9
55,2,0
35,64,0
18,25,9
28,78,76
43,88,97
96,29,23
4,61,60
36,85,24
29,25,2
15,56,42
42,94,14
2,24,77
63,47,88
13,74,0
69,91,56
85,2,7
94,49,95
11,96,1
8,95,22
4,87,28
19,88,54
19,70,42
14,11,31
23,3,63
51,26,88
52,24,93
1,5,47
24,15,82
69,59,79
28,84,94
87,91,22
57,19,45
51,10,57
72,59,88
47,73,2
36,27,6
86,28,75
84,90,72
83,99,0
98,43,71
2,9,24
36,78,89
74,19,51
62,43,72
83,69,94
74,8,29
48,73,9
10,50,50
1,9,63
56,91,61
24,32,27
16,64,40
90,93,53
81,99,82
92,28,60
83,29,8
51,25,74
80,65,2
43,95,3
11,8,88
74,42,21
81,99,90
5,29,41
97,26,2
94,29,7
40,85,64
54,15,85
83,14,71
10,93,26
50,55,59
97,80,38
62,72,26
33,73,6
5,89,43
2,79,19
27,71,27
4,8,49
93,32,6
57,1,20
6,43,18
15,87,81
38,72,66
80,59,85
83,16,21
16,60,56
36,11,3
36,78,90
27,33,95
14,38,32
67,74,9
84,39,4
41,87,5
87,10,11
85,50,52
88,87,24
2,25,78
65,47,47
37,66,61
34,23,16
27,4,87
61,99,37
30,13,6
4,0,14
55,41,31
10,53,27
33,52,30
6,70,33
77,65,13
40,80,76
64,12,63
60,87,35
51,59,72
69,52,46
67,41,77
7,69,33
87,89,65
34,49,50
9,9,2
8,50,28
46,47,96
70,21,53
66,59,44
57,96,94
9,68,83
85,35,19
91,24,48
14,12,26
27,39,23
82,38,18
41,65,94
48,88,77
78,22,19
78,13,61
30,29,16
21,27,53
82,77,41
55,40,42
0,70,25
17,39,45
90,51,41
33,82,40
40,17,21
10,45,30
62,11,15
64,52,87
83,44,72
57,51,75
56,68,90
14,44,14
26,51,27
20,47,71
35,54,29
83,97,30
57,35,73
68,40,21
2,91,96
91,21,85
58,15,24
19,23,70
18,65,15
67,99,24
60,67,83
89,79,49
91,47,71
22,51,69
36,98,47
24,1,4
34,91,5
13,55,92
24,17,35
55,18,8
64,29,3
60,24,24
65,82,3
2,6,0
57,9,48
21,57,0
98,37,77
46,67,79
19,29,32
69,69,81
57,0,13
51,33,46
95,5,31
67,15,50
95,91,32
18,65,31
40,63,36
54,32,92
65,69,92
81,35,92
73,22,47
45,6,8
23,70,51
35,88,14
25,72,93
97,59,53
37,9,38
78,18,70
44,69,22
13,15,39
38,56,96
91,72,88
9,41,64
22,89,81
93,98,24
72,71,61
54,31,44
70,52,67
94,76,25
85,20,92
34,40,46
33,26,9
70,41,98
83,20,0
61,95,67
48,28,7
1,27,88
63,80,32
88,62,4
80,36,54
49,47,19
31,41,16
86,21,0
93,22,24
69,13,19
28,84,27
77,83,49
36,2,33
54,3,73
48,47,92
31,72,96
56,28,84
50,37,97
97,82,25
26,8,50
13,95,78
86,26,45
24,33,50
35,56,83
50,20,30
78,67,76
39,97,79
65,96,14
9,65,77
69,89,63
29,18,73
17,75,68
93,8,72
99,58,35
85,96,58
10,69,65
23,10,24
38,86,4
75,85,10
36,90,25
78,34,71
23,23,66
16,88,54
64,88,11
21,16,77
40,17,85
24,20,99
86,95,81
93,28,68
65,75,99
21,70,0
26,29,9
50,4,54
66,15,4
97,72,10
0,69,28
62,41,16
3,68,64
96,55,56
51,73,24
5,49,10
2,26,69
29,46,25
61,90,54
16,4,4
42,84,57
87,99,44
65,68,87
11,73,50
49,87,13
90,87,1
54,65,58
26,43,86
58,45,78
86,12,21
24,81,62
42,14,34
20,81,24
0,93,39
80,96,24
87,10,20
14,76,12
69,86,92
59,97,1
91,54,23
69,80,25
85,46,44
57,89,78
82,30,37
71,8,76
51,20,21
38,6,83
9,91,46
82,65,74
29,50,43
24,27,93
32,40,96
25,93,4
7,83,49
24,38,58
23,18,54
59,12,86
27,42,98
88,25,0
10,7,12
2,62,97
37,10,23
31,61,1
83,35,26
6,5,68
97,30,78
9,67,86
31,43,86
94,18,41
22,79,43
65,67,75
78,7,7
44,23,66
55,38,69
14,77,25
50,90,12
52,67,83
71,79,76
77,46,52
24,78,84
30,21,68
84,36,93
78,86,75
85,50,96
66,0,75
37,69,64
84,90,12
31,72,7
24,15,22
87,30,32
24,76,43
42,60,15
71,15,20
38,97,37
79,84,9
75,67,86
86,0,2
26,70,82
88,92,7
19,27,3
0,60,4
29,61,65
58,90,94
31,68,11
71,34,86
51,2,73
95,31,54
40,57,74
19,55,67
83,91,99
22,86,64
50,71,60
32,9,11
40,60,92
47,62,40
72,19,5
99,77,77
97,89,77
88,66,48
3,95,17
83,89,87
61,50,8
8,37,57
58,69,39
1,93,60
61,60,84
99,24,98
96,91,50
48,75,10
94,85,55
26,89,91
22,3,61
96,88,64
55,11,92
91,71,69
46,55,10
75,87,23
92,46,20
92,4,97
26,60,68
21,23,34
6,58,10
90,46,85
89,26,54
62,25,20
78,62,95
19,43,15
89,79,91
56,19,89
56,35,13
46,82,3
5,84,17
33,44,5
59,7,85
79,28,67
95,84,32
26,65,64
88,60,10
70,47,45
99,93,64
27,16,73
7,24,59
53,91,40
95,85,50
29,71,5
10,66,78
83,61,70
37,51,59
26,67,56
26,97,30
25,67,64
62,25,50
95,37,21
67,5,31
50,63,52
83,83,1
14,14,86
42,92,95
15,53,42
99,0,70
79,4,24
4,40,26
32,61,94
3,75,25
7,78,88
33,52,87
90,57,75
29,47,15
60,25,41
65,46,16
80,76,32
54,76,77
86,37,96
87,2,34
57,67,45
24,92,8
66,10,32
87,67,19
99,22,61
61,79,80
15,97,82
25,60,86
55,67,72
8,77,28
26,17,74
12,55,48
47,66,3
60,5,32
28,57,71
81,80,92
97,71,74
71,70,64
69,0,58
41,1,16
44,15,39
17,87,75
57,34,3
3,5,94
50,51,16
81,0,74
75,10,97
99,79,85
71,66,99
22,65,75
78,83,44
90,19,57
36,76,18
66,44,68
80,58,16
76,1,22
1,81,18
11,65,41
48,89,58
44,41,20
34,64,80
36,26,63
19,25,93
99,72,59
53,2,87
82,22,73
68,87,9
99,2,30
65,27,97
26,3,15
40,49,89
8,48,75
78,8,63
42,28,30
21,63,7
82,97,82
67,60,59
8,58,23
24,46,96
35,45,21
26,1,2
63,51,70
11,96,22
38,52,96
23,74,87
4,2,90
80,57,7
54,40,11
69,95,46
15,86,87
49,76,4
63,9,24
11,86,72
1,90,53
66,58,81
56,87,38
77,90,65
0,97,4
43,31,17
38,64,64
29,60,82
91,19,80
29,39,9
42,29,48
53,52,98
20,17,21
4,97,44
57,90,33
21,11,40
3,17,18
88,69,1
7,18,38
19,76,41
67,50,36
4,82,16
93,95,92
49,80,50
23,79,66
91,33,5
89,37,85
47,58,73
4,84,2
20,92,0
90,36,49
2,48,90
72,16,74
1,85,89
61,56,44
58,29,54
14,4,85
27,44,16
24,42,64
85,76,21
74,77,87
67,43,65
47,0,93
21,83,58
90,76,43
93,45,93
16,19,86
81,77,6
1,66,52
92,34,6
57,70,51
84,0,29
48,75,52
58,87,72
3,73,40
89,29,78
3,66,77
56,23,12
19,6,63
86,33,47
92,23,42
64,40,92
72,88,84
59,2,72
35,25,57
93,27,35
18,72,53
56,41,15
27,6,4
64,89,43
28,51,81
11,41,64
79,8,69
62,0,22
30,1,66
16,74,7
5,54,25
41,17,90
56,50,33
78,5,12
80,75,44
82,33,4
88,17,92
13,42,81
82,50,13
68,74,63
48,61,58
34,73,20
69,88,98
92,40,96
29,63,48
28,23,14
42,35,38
23,66,16
37,98,61
75,84,97
2,74,38
13,34,69
78,67,56
91,34,18
84,52,85
24,6,17
9,12,36
38,80,43
81,74,47
47,56,63
43,37,83
8,7,77
64,79,73
91,28,96
21,2,49
86,17,67
21,41,4
0,68,72
88,46,0
60,38,37
26,32,9
68,56,2
13,42,55
36,22,93
22,30,83
35,80,77
88,97,7
18,32,77
9,58,38
68,70,36
8,59,32
2,10,15
77,13,47
33,92,40
57,83,82
38,25,57
69,79,37
79,1,40
62,44,27
43,74,85
1,38,56
2,45,2
60,31,34
20,41,4
22,79,19
36,51,72
75,21,62
97,33,94
57,24,71
25,45,74
79,13,30
5,28,80
17,87,19
25,56,21
74,70,62
6,39,11
6,96,52
16,71,81
6,66,41
91,32,31
17,92,77
96,79,41
60,72,51
86,55,14
61,36,31
38,27,94
78,23,98
23,43,36
13,20,61
73,9,87
0,54,53
51,7,85
37,80,6
19,41,79
32,10,74
45,2,56
85,44,51
19,65,82
51,95,53
47,45,32
55,13,72
11,69,5
2,5,84
40,16,31
44,75,55
19,89,15
98,88,15
30,14,30
11,57,16
83,63,5
84,2,1
4,17,66
9,64,81
47,4,0
76,6,78
33,20,2
10,16,46
16,34,29
7,84,28
73,70,21
2,0,41
28,69,67
38,43,73
