"x","y","z"
47,92,67
49,20,44
55,62,38
53,67,4
48,89,91
28,60,17
18,96,7
88,25,41
68,30,46
34,76,63
46,19,78
59,64,18
57,69,86
24,82,19
82,38,91
59,98,70
84,92,56
83,73,41
29,47,41
94,40,61
25,77,15
59,77,30
15,18,67
24,50,91
47,81,50
15,34,75
90,38,71
40,62,50
10,87,78
3,59,54
41,78,52
4,85,84
39,31,64
31,48,3
0,14,1
77,84,19
89,29,16
71,68,69
2,7,67
74,3,11
6,36,34
93,98,2
25,55,41
22,90,61
47,52,92
83,81,23
46,1,63
34,83,68
55,63,53
47,69,23
93,58,64
77,45,47
2,88,32
30,90,1
74,91,57
31,59,71
38,93,21
27,68,53
9,41,9
46,58,35
26,35,41
24,99,29
7,40,19
10,63,94
82,51,26
7,47,70
76,51,0
12,44,99
60,71,18
28,77,32
8,18,32
29,5,14
83,59,37
6,83,95
59,90,78
63,89,81
69,68,51
82,85,94
0,22,87
72,89,33
41,7,11
12,6,63
35,22,43
56,62,48
61,58,41
25,97,90
45,15,53
66,27,98
40,95,58
17,51,3
47,17,71
81,83,25
97,30,94
66,11,32
82,29,19
67,22,95
2,39,15
92,23,59
52,24,45
94,62,28
6,34,44
95,74,70
61,20,94
52,42,45
42,55,60
24,97,70
91,72,54
5,28,53
80,71,20
3,95,62
90,38,18
34,92,60
33,94,24
61,16,34
77,44,1
72,94,32
22,50,87
88,48,45
52,79,5
29,81,15
80,16,32
79,4,21
84,71,64
61,36,25
13,4,33
12,36,88
35,55,53
64,2,61
98,86,53
88,16,3
1,27,4
40,38,27
92,26,45
69,54,72
54,60,10
29,44,28
50,48,70
64,96,72
22,29,87
18,66,98
27,67,64
0,55,33
39,69,14
53,90,65
28,55,49
7,81,74
28,13,11
2,31,50
37,77,37
63,90,18
64,96,69
47,11,47
4,10,60
93,14,8
75,18,23
15,16,60
79,41,8
72,11,70
9,82,58
59,48,75
48,38,53
58,98,8
73,37,8
77,56,17
8,63,57
75,97,38
14,99,10
18,40,98
35,89,28
68,22,79
69,38,28
27,0,94
22,97,39
75,18,58
0,56,87
1,8,1
35,3,58
25,56,56
30,55,74
99,56,17
35,5,32
19,37,23
91,43,2
93,23,95
23,34,13
66,28,71
55,84,32
29,28,40
37,11,19
53,31,10
66,44,8
18,66,43
74,27,94
98,63,34
52,2,92
20,62,66
1,14,75
2,26,42
91,72,47
84,82,38
84,52,31
69,82,8
46,73,19
46,28,44
51,22,37
94,58,20
12,75,82
56,62,81
68,49,15
81,68,92
98,71,83
2,94,13
86,13,80
68,97,93
67,76,98
2,67,18
88,13,75
37,16,19
48,50,73
89,56,32
33,82,40
71,0,94
24,14,1
71,42,71
15,1,8
37,80,87
60,56,69
71,21,7
41,5,29
2,18,58
69,15,65
93,87,82
94,75,37
75,3,24
97,67,72
72,49,29
75,94,24
22,71,61
77,2,71
89,54,7
30,89,57
6,5,90
18,82,82
43,54,81
12,93,43
11,11,76
38,72,43
76,35,68
46,27,58
86,12,29
3,16,85
17,92,47
12,2,9
75,49,41
71,45,96
43,22,90
64,60,26
80,92,7
45,13,97
19,94,4
28,67,31
27,92,24
77,91,49
73,91,29
95,54,27
39,96,97
52,33,99
64,75,77
68,43,79
62,12,81
40,10,69
92,38,7
85,1,36
49,70,5
41,47,16
46,23,47
92,43,39
40,38,22
21,37,73
95,96,85
31,44,34
39,29,44
81,57,15
2,95,73
92,23,81
13,91,31
25,25,79
37,4,91
11,93,32
15,1,59
75,87,50
50,76,58
84,83,14
93,17,26
30,47,71
32,1,77
20,63,49
18,29,7
6,25,59
54,79,48
56,62,69
40,38,1
35,8,97
70,89,24
47,51,74
92,75,84
39,32,42
15,9,14
47,89,47
90,58,50
39,30,61
86,69,89
74,70,56
16,3,96
28,18,91
52,33,54
57,76,81
20,3,27
11,58,6
33,22,6
24,44,22
8,95,18
80,60,42
98,77,52
82,86,22
28,84,71
20,23,51
37,32,67
22,61,58
49,46,58
28,32,32
26,21,20
77,85,77
27,33,43
30,64,36
81,55,31
70,83,28
71,75,41
56,90,44
97,62,12
43,94,42
78,55,74
21,93,93
58,46,27
5,3,51
23,78,1
42,64,43
49,62,28
15,87,74
85,99,66
93,33,15
67,56,75
56,2,30
48,26,96
44,75,73
66,41,70
30,51,29
55,28,19
95,24,89
74,42,91
72,67,49
4,35,55
21,54,74
9,2,71
8,37,34
27,72,63
44,40,65
69,48,26
37,5,63
55,32,87
98,15,15
69,6,36
82,26,40
74,38,68
81,79,6
23,44,25
11,2,45
17,27,56
7,8,16
93,94,11
50,22,87
71,1,90
81,40,6
63,57,89
14,62,38
60,88,45
66,76,18
39,59,23
90,87,65
11,80,23
56,49,5
94,82,37
26,44,55
54,50,83
75,27,6
9,22,6
40,59,15
88,87,43
91,68,47
39,80,76
70,54,27
76,31,68
71,94,42
64,9,56
64,80,40
67,7,25
28,57,9
45,13,96
98,13,68
6,71,45
44,36,29
71,65,64
68,85,18
53,79,55
82,89,5
70,4,51
53,78,52
55,62,82
36,2,93
21,81,93
42,97,17
4,53,2
99,66,99
82,23,0
29,58,61
19,27,12
51,91,37
61,64,50
32,17,40
80,83,4
98,99,15
61,44,90
60,93,72
15,60,87
45,57,10
96,69,47
80,6,24
0,73,22
63,97,20
56,38,91
38,73,47
47,49,92
15,0,28
3,11,57
87,66,10
40,26,10
24,77,42
34,17,32
13,3,48
99,67,41
0,71,20
94,51,13
48,0,53
29,59,16
89,12,20
9,19,45
11,90,45
73,20,66
72,80,56
83,44,63
39,54,91
36,98,60
76,19,92
80,62,64
93,63,48
16,2,44
25,63,63
42,67,78
59,45,79
2,9,70
66,73,67
30,68,60
44,6,71
8,66,72
94,80,91
21,21,53
23,90,0
51,76,88
25,94,75
89,66,94
40,98,45
82,48,42
33,62,35
72,95,55
92,8,60
88,91,36
21,10,1
50,81,80
4,88,93
19,69,25
63,89,90
7,29,73
91,52,16
14,29,22
57,89,85
21,18,66
79,36,30
76,51,8
31,5,36
10,82,80
94,30,16
76,9,24
57,24,37
29,90,46
37,7,77
19,46,13
12,71,92
68,43,7
49,25,10
21,96,49
5,69,19
50,92,6
30,0,55
9,46,50
28,31,42
10,23,91
89,9,90
76,20,0
17,87,87
72,12,43
39,54,79
47,29,22
63,42,86
78,46,54
41,53,16
34,86,0
31,92,15
43,24,0
69,20,55
90,50,66
58,94,80
64,11,30
8,4,31
63,91,22
82,44,28
3,85,56
71,63,13
40,65,49
60,6,9
6,99,36
14,74,22
95,89,23
82,67,10
40,62,76
60,31,68
79,33,58
10,15,61
90,16,24
44,69,39
10,93,75
79,33,15
38,59,12
92,16,24
63,79,81
93,46,34
75,15,79
27,7,49
4,95,77
78,59,41
5,94,86
32,84,86
58,80,8
0,58,12
62,86,50
69,19,32
37,85,68
14,86,62
40,84,59
42,0,91
7,41,54
37,30,68
25,2,80
48,46,59
45,34,64
28,14,4
5,59,9
60,81,26
49,12,29
31,85,30
9,20,56
57,59,5
73,52,20
32,93,20
56,7,98
51,80,75
87,24,77
52,64,51
98,81,18
2,36,2
93,7,15
95,5,28
89,88,3
69,90,45
50,63,98
98,94,57
36,61,68
20,25,62
91,17,51
28,61,41
3,50,81
39,53,24
11,69,20
0,97,63
11,36,10
95,82,90
6,17,95
64,56,35
31,93,3
6,24,53
70,82,18
65,69,29
17,87,64
75,76,32
1,24,19
80,60,82
94,66,78
11,37,19
68,7,64
4,9,35
0,47,25
59,64,99
84,79,87
75,52,84
46,18,96
28,94,28
56,34,95
91,37,24
10,60,1
8,47,33
57,56,73
3,96,52
26,14,1
52,16,72
76,53,9
1,36,65
63,56,86
38,75,37
97,70,61
75,81,36
29,25,54
1,30,69
67,63,21
35,20,11
4,93,7
10,72,49
70,43,54
58,4,52
60,13,52
89,85,45
16,68,30
65,99,18
26,91,23
54,14,77
26,72,16
64,43,34
84,50,57
11,75,38
36,51,58
84,14,3
17,13,78
91,51,81
86,35,12
49,93,69
14,1,85
55,45,42
28,60,47
25,34,28
81,23,60
20,1,36
23,28,31
43,63,90
54,22,41
94,66,47
47,0,73
39,69,36
86,88,7
85,35,2
91,10,20
11,82,90
39,47,96
60,37,30
86,23,85
32,85,95
38,78,40
99,12,39
24,49,86
51,86,94
74,41,10
71,42,17
77,81,32
88,75,63
29,50,96
62,37,70
21,19,18
20,32,43
3,94,62
25,58,74
67,79,67
23,96,14
14,95,36
37,83,67
67,61,60
41,78,92
91,75,75
36,93,44
63,12,59
94,94,12
87,8,32
1,81,45
32,52,92
7,5,76
69,47,0
82,64,79
12,28,49
45,26,4
42,47,68
61,41,1
63,74,65
38,50,10
50,59,71
0,91,59
31,63,64
61,82,6
88,4,32
92,88,7
24,88,15
87,37,10
13,93,33
71,34,92
98,62,50
38,86,58
55,44,76
85,42,46
50,32,94
33,42,33
78,85,65
65,78,82
56,19,16
37,25,23
33,67,75
14,64,84
89,74,64
46,66,74
51,5,33
47,63,24
61,17,79
66,6,62
30,30,34
76,9,87
53,29,19
43,74,95
20,10,76
13,94,75
42,45,97
80,7,9
33,8,46
81,66,63
0,0,44
75,62,88
82,86,4
68,50,64
19,16,2
79,68,74
7,52,31
98,14,45
37,77,98
73,68,32
96,36,13
25,25,71
67,91,24
76,48,4
50,43,67
36,16,4
17,27,68
3,46,92
16,86,8
17,39,36
54,98,35
1,59,24
66,16,33
89,88,39
82,32,37
24,53,92
87,64,24
74,39,11
94,16,68
83,93,72
32,94,83
92,4,48
52,96,54
15,82,67
24,65,31
60,15,24
35,19,23
99,29,42
84,27,62
59,29,56
7,27,84
54,74,54
35,74,62
96,0,54
18,72,66
50,76,54
70,28,33
93,50,51
76,43,57
60,9,71
73,75,23
68,2,52
79,1,86
97,41,34
32,62,54
25,96,46
60,68,63
2,35,29
14,1,34
53,62,71
53,37,91
69,27,9
60,55,29
23,32,50
45,91,34
78,26,93
96,29,23
72,54,27
10,67,9
71,63,88
18,79,81
52,76,23
71,88,93
98,1,64
78,71,10
14,37,15
14,34,15
19,68,66
91,29,87
95,39,67
36,72,12
93,12,9
89,57,23
3,17,89
31,53,71
66,54,28
30,69,61
90,14,59
29,2,3
50,29,60
78,31,86
91,44,10
51,4,9
25,20,50
0,18,12
68,9,18
50,56,48
94,80,16
93,58,2
88,76,31
36,71,50
33,37,1
4,92,26
81,86,77
13,81,18
78,27,36
90,68,85
80,19,81
49,31,51
36,55,47
93,36,16
28,55,14
52,55,16
45,7,73
93,88,36
63,84,57
77,96,79
71,85,67
99,81,65
3,40,22
31,64,55
38,65,47
19,62,11
60,65,78
65,39,91
16,30,63
74,68,74
37,16,0
15,25,64
87,74,74
43,49,35
35,27,80
43,1,0
51,53,16
71,82,54
12,18,90
81,61,59
25,47,92
45,93,7
92,52,78
35,40,91
94,20,16
10,13,74
40,47,67
2,60,57
73,72,85
34,65,4
28,55,91
21,68,62
0,30,78
80,41,34
51,30,4
95,5,2
27,15,21
58,7,14
58,1,32
42,47,61
13,35,19
18,59,23
45,35,93
37,11,35
92,65,94
53,67,76
81,27,22
25,17,53
83,97,86
83,56,62
92,62,73
60,86,19
57,29,83
39,84,32
47,69,76
58,6,8
28,63,28
29,85,38
52,71,76
93,75,75
40,30,42
13,43,29
11,59,33
93,24,11
29,72,70
75,46,34
26,14,28
78,15,88
21,77,83
76,88,66
32,81,2
87,30,61
57,80,80
36,66,22
67,47,57
57,71,9
65,17,93
93,31,10
55,20,81
76,93,80
12,88,59
76,83,41
80,97,34
58,29,56
33,49,94
76,52,15
56,84,91
24,17,74
23,31,42
24,55,82
47,69,24
75,81,17
60,11,91
24,99,96
81,75,25
1,24,56
46,32,86
40,21,68
30,44,69
22,1,27
18,69,29
15,9,29
90,85,31
16,70,67
45,79,57
57,86,34
50,73,26
1,74,95
11,39,78
50,89,77
38,31,77
27,37,97
36,44,94
96,64,73
2,13,92
31,80,94
30,29,63
41,44,87
82,74,15
93,35,25
5,41,41
11,41,32
18,95,92
16,14,11
71,68,92
51,35,89
12,88,62
60,72,60
47,75,51
8,22,0
18,17,93
95,75,69
12,36,10
15,3,46
78,7,82
69,3,34
69,63,29
53,88,49
17,15,28
52,51,91
18,1,39
46,48,11
34,14,31
16,86,27
72,82,52
15,53,25
19,3,64
37,15,10
27,54,55
74,48,95
2,27,48
80,38,44
18,48,68
46,39,0
2,40,20
9,11,82
97,42,5
75,21,3
43,44,23
56,61,49
33,36,16
49,70,77
8,50,69
46,43,45
31,98,3
35,89,15
45,73,83
73,51,1
34,71,53
51,58,53
63,22,87
39,23,47
17,36,38
60,6,26
99,41,29
29,3,40
9,75,75
17,11,38
69,36,61
76,14,22
50,69,37
69,17,16
32,18,54
31,83,19
93,42,39
12,81,55
61,41,33
69,59,77
72,70,94
26,7,90
30,99,17
16,53,26
24,29,38
97,70,1
94,20,68
19,15,36
25,54,62
37,58,53
24,65,38
12,36,19
32,94,8
90,28,69
27,0,76
45,24,46
68,89,39
84,89,90
38,46,33
93,47,61
14,17,60
60,15,66
33,55,70
96,56,47
2,29,79
39,79,86
86,90,70
18,36,63
16,35,79
3,72,92
62,57,52
19,95,53
54,52,30
92,75,83
24,55,17
39,35,87
76,1,41
81,33,33
96,19,26
87,83,63
6,75,67
4,35,49
68,83,44
67,37,14
86,32,95
25,75,31
98,8,53
78,45,7
14,25,87
67,45,63
36,23,41
93,17,57
94,58,51
64,95,56
98,90,31
9,83,22
64,3,87
75,6,95
18,6,27
3,72,78
89,1,2
42,64,9
28,24,46
70,83,56
55,52,25
9,11,61
87,67,45
29,38,88
31,57,50
37,4,15
81,5,22
78,92,13
51,75,44
42,93,74
85,37,61
73,64,95
91,98,71
1,11,10
29,83,17
22,87,48
32,58,62
32,50,26
93,44,46
3,38,53
83,20,53
49,71,27
19,80,49
79,36,8
72,67,51
34,47,2
33,36,28
98,85,6
56,46,5
10,47,52
72,13,37
40,62,36
72,86,99
53,57,36
43,27,64
12,47,94
62,75,73
32,58,24
88,47,46
45,65,88
86,41,63
32,4,27
1,68,69
68,93,43
35,55,55
33,52,15
85,77,65
16,79,72
72,89,92
0,61,45
54,76,42
80,33,5
65,23,59
1,65,71
42,23,58
64,91,96
34,9,47
85,20,94
66,32,92
71,25,79
37,96,95
72,50,39
64,43,0
75,75,13
18,52,85
80,13,49
24,13,70
0,63,91
92,92,19
16,5,21
44,60,33
24,75,79
25,26,8
42,73,81
8,63,59
14,77,86
9,14,13
69,2,3
92,96,11
34,4,5
93,21,64
81,50,90
23,61,78
29,43,65
46,71,98
16,26,47
1,8,15
1,45,45
18,90,31
55,98,41
32,67,77
66,25,19
19,41,86
40,40,90
56,29,70
25,15,9
0,69,80
30,27,4
84,96,31
40,40,50
88,77,94
24,82,46
93,21,4
28,28,81
89,0,89
55,51,44
0,20,93
1,41,71
34,89,57
86,4,96
70,1,58
44,65,64
57,71,9
83,46,9
36,9,27
6,37,69
13,80,34
9,83,62
70,44,71
26,35,99
62,38,81
40,49,44
96,16,46
82,20,67
69,62,29
88,12,28
0,23,88
52,86,45
71,83,6
51,43,46
45,95,15
12,76,42
80,68,24
22,48,20
20,45,67
7,55,82
78,21,38
10,44,54
77,40,92
35,15,73
62,67,38
3,52,29
46,2,55
90,30,98
84,77,79
96,50,70
52,57,94
76,98,63
50,94,51
80,6,71
44,23,7
97,93,46
34,61,72
62,27,11
3,62,40
97,31,5
95,76,10
20,21,49
66,87,3
1,35,33
4,59,25
36,45,36
31,90,48
95,8,73
53,14,72
61,84,79
92,95,72
22,81,26
21,31,67
69,61,29
99,3,28
50,70,56
60,87,72
2,86,85
68,18,43
63,67,43
47,94,49
50,57,18
77,11,61
32,37,64
14,10,23
73,58,17
42,16,83
18,40,44
89,46,37
3,80,78
40,7,6
29,97,76
36,20,71
94,84,59
33,67,10
48,40,65
98,51,76
73,98,69
33,9,9
87,21,29
46,47,47
98,82,36
16,97,44
67,23,31
44,86,65
21,44,96
89,99,35
40,74,24
64,65,76
79,48,43
17,79,81
57,21,23
78,3,63
55,99,8
49,72,59
34,86,72
56,38,14
40,37,83
73,22,65
81,28,82
88,33,16
89,31,0
63,63,57
92,70,61
98,67,77
32,88,91
50,85,65
38,14,9
87,2,58
1,40,37
45,15,75
73,23,53
64,76,75
47,25,66
92,99,75
84,63,15
41,44,75
46,13,96
48,59,58
64,54,92
54,13,20
95,87,62
9,51,19
30,56,68
50,92,40
71,54,87
2,29,34
47,12,83
77,89,36
61,73,15
53,0,30
36,57,61
86,21,89
25,87,13
66,72,87
2,22,68
58,81,53
13,46,95
49,67,86
54,53,26
19,40,91
0,95,64
60,1,79
98,58,60
39,72,20
92,26,29
45,91,32
34,7,64
13,42,22
25,20,86
36,51,0
42,92,32
87,35,48
60,6,90
37,74,4
41,2,65
81,94,30
0,70,61
81,50,94
27,15,72
29,86,90
60,6,58
67,33,85
26,65,43
0,13,56
95,57,24
0,9,51
50,92,24
53,93,9
27,70,60
71,9,67
4,55,4
51,24,85
32,35,73
7,54,51
2,98,17
76,45,53
95,39,28
46,61,8
48,73,59
18,1,25
64,75,26
80,65,46
54,36,57
31,94,69
79,72,27
65,54,91
30,70,37
65,12,36
80,98,6
73,79,14
84,52,58
69,43,34
81,8,66
63,10,66
19,54,9
45,19,92
59,21,42
92,3,90
17,70,71
21,35,14
54,66,81
25,31,52
92,11,38
35,1,77
36,90,52
10,63,19
96,97,8
64,94,13
36,10,60
38,84,67
88,3,18
83,49,7
6,22,34
30,77,98
20,43,46
1,85,58
63,40,42
84,17,9
68,43,37
95,77,95
89,10,45
9,31,42
3,92,36
85,83,17
74,99,39
77,21,87
94,79,20
91,89,27
1,67,13
89,24,73
53,41,0
7,47,57
80,51,22
25,75,68
88,69,76
3,94,47
47,78,71
16,44,97
20,35,46
74,73,25
66,53,50
99,50,18
97,14,45
5,24,51
49,16,60
20,95,31
58,9,99
56,18,0
89,91,39
54,42,96
28,56,12
71,4,14
63,70,18
36,75,98
37,82,20
80,95,88
74,80,74
79,69,9
89,41,11
57,42,54
27,17,64
62,36,22
42,64,30
7,16,74
70,8,7
82,26,97
60,52,10
55,70,85
49,41,83
5,30,40
33,41,47
54,94,14
22,33,17
4,50,23
76,76,32
90,9,34
47,73,59
46,7,75
59,36,3
21,69,73
70,2,53
41,34,48
81,46,9
40,85,41
54,61,42
59,35,73
82,0,66
36,22,64
37,4,86
50,15,28
1,66,14
60,93,51
0,30,62
53,24,91
36,62,80
41,17,20
17,86,26
6,20,13
83,57,53
15,48,80
32,15,67
99,71,89
42,57,94
36,88,56
7,33,27
73,73,36
80,23,76
54,56,58
89,5,97
5,7,39
32,37,69
50,14,76
42,46,96
6,91,68
68,90,18
62,69,94
55,21,44
81,82,23
26,41,19
88,41,98
50,77,83
6,94,96
12,12,86
61,65,91
8,70,41
89,59,62
64,88,69
62,45,14
66,51,58
78,45,29
31,83,42
69,37,34
25,65,73
48,84,6
6,56,57
41,93,16
31,84,93
50,94,97
21,43,30
52,75,19
76,79,13
30,92,49
11,77,77
60,19,68
37,95,4
10,47,6
64,69,20
61,33,19
15,39,46
11,47,4
64,25,73
37,77,99
21,23,36
77,12,95
17,78,54
75,75,78
89,96,28
64,37,44
30,22,30
17,18,50
4,32,60
80,0,63
70,16,6
38,46,37
50,84,10
55,18,85
17,44,3
17,57,8
24,68,86
44,39,98
67,90,51
69,26,27
59,16,12
88,50,4
46,43,49
24,41,12
49,71,52
44,93,24
37,87,38
26,44,91
28,18,69
88,30,50
96,80,91
18,70,70
20,25,46
5,63,56
45,31,83
19,28,45
31,32,95
78,4,63
87,76,95
45,57,4
27,32,64
2,67,20
8,40,36
25,43,73
29,36,1
97,10,35
16,1,82
5,35,39
94,0,52
5,98,53
37,52,31
84,25,68
24,86,52
6,11,96
47,67,75
54,58,8
68,79,75
68,90,45
73,17,5
31,19,67
56,92,47
30,56,16
7,28,22
48,24,45
40,68,38
71,7,69
20,22,74
64,21,8
73,34,43
57,27,27
45,25,84
66,36,38
91,28,9
86,43,14
98,0,77
66,54,27
94,88,55
90,15,55
42,8,71
47,23,88
85,64,54
55,49,16
76,43,80
83,17,6
86,56,24
38,15,88
41,11,8
0,88,74
39,60,56
71,87,75
56,88,24
38,75,9
86,78,9
39,61,32
70,83,85
75,72,51
96,92,21
29,29,98
78,63,22
79,44,98
31,28,3
59,4,26
64,35,40
28,83,50
40,83,47
50,34,39
19,68,4
0,9,98
90,51,88
57,46,92
93,42,37
85,39,78
8,34,25
16,0,55
93,37,92
25,77,87
11,55,87
70,26,47
0,91,69
88,10,12
39,54,85
19,15,97
28,86,94
5,84,86
31,73,56
68,10,92
8,31,6
61,2,10
75,65,44
69,40,43
72,47,99
99,10,19
37,19,20
14,56,34
61,2,90
94,57,97
43,61,59
56,68,47
69,64,40
29,76,86
86,29,86
26,70,32
19,42,24
10,46,80
43,15,86
98,25,38
20,23,34
71,11,26
11,20,79
34,21,69
1,32,47
54,16,40
31,35,39
14,34,99
94,59,1
92,10,96
12,69,63
18,5,90
80,2,85
7,17,20
55,85,0
11,14,27
26,43,31
99,78,93
63,65,86
69,55,36
17,5,91
68,79,72
6,85,89
30,61,65
41,86,42
93,10,7
8,47,18
75,82,81
85,55,58
20,14,12
57,27,37
19,74,62
5,17,45
78,32,97
60,86,32
71,3,6
58,19,62
21,27,54
81,26,90
71,74,48
98,12,22
89,93,85
68,60,95
11,13,53
46,75,77
16,20,70
72,58,9
62,53,77
20,6,14
90,98,79
38,1,91
28,18,59
96,70,32
52,56,92
94,87,34
40,36,75
22,78,12
66,8,13
85,33,51
15,85,59
4,46,5
96,54,37
84,8,26
38,46,0
26,25,71
21,36,72
40,25,10
7,21,21
51,37,6
29,84,0
6,76,21
96,6,11
31,0,75
77,5,55
62,77,94
86,15,39
45,43,75
94,94,8
75,1,89
67,66,40
17,65,68
91,56,7
23,75,36
96,16,19
26,41,78
84,95,65
31,3,69
97,87,84
98,25,10
88,97,68
28,2,65
74,23,38
69,38,51
39,24,79
40,16,83
58,90,26
69,20,43
76,86,47
53,86,54
14,18,14
71,92,11
76,37,72
80,22,31
65,26,86
12,82,95
44,51,36
15,56,88
25,30,9
73,13,52
42,81,98
53,96,82
19,69,39
24,40,19
62,44,60
11,19,77
97,4,63
76,65,37
68,52,13
54,97,62
84,4,33
65,75,15
0,70,93
20,34,0
52,99,14
22,51,40
96,30,38
33,51,68
3,8,45
94,99,24
62,29,93
6,89,80
20,83,68
3,49,57
75,37,17
22,86,71
11,47,28
8,24,44
23,92,74
23,69,1
41,58,66
60,89,1
4,90,18
91,70,91
72,14,54
67,67,16
19,11,65
23,59,36
93,10,71
1,61,96
46,32,99
36,7,47
17,53,48
36,55,21
74,6,22
9,21,46
48,81,72
10,40,61
8,59,95
89,65,99
96,72,74
27,28,90
25,21,78
46,18,97
1,76,13
16,62,36
73,37,90
41,0,94
83,52,89
36,40,94
92,48,6
18,12,53
7,78,36
72,10,84
79,73,42
39,55,22
18,80,62
95,3,35
89,90,35
97,34,12
27,65,46
38,3,91
81,13,48
49,79,40
27,45,60
39,29,86
82,72,41
27,31,29
53,96,86
74,60,65
50,66,42
29,23,78
92,85,91
28,31,81
71,3,98
38,40,17
82,16,53
21,19,75
88,67,88
94,0,5
37,62,66
21,73,23
32,97,39
37,95,50
39,15,34
99,77,85
82,39,16
96,97,35
26,5,65
26,38,4
10,99,68
25,25,33
69,94,63
50,20,19
67,94,45
34,1,20
68,27,64
31,43,19
11,85,56
43,48,7
43,31,37
82,23,57
82,23,63
47,90,12
86,62,4
49,25,26
94,26,95
35,21,79
93,85,68
40,58,69
87,96,37
99,45,32
86,51,24
29,49,49
9,27,21
26,29,23
90,88,24
65,36,17
19,79,74
82,48,12
61,30,27
14,1,14
42,97,65
43,34,86
80,66,20
43,31,35
55,89,6
61,95,35
4,70,87
2,92,51
57,6,55
85,23,18
46,92,31
82,87,71
49,71,41
48,21,77
97,0,9
68,14,34
52,13,63
19,68,69
4,97,58
47,59,24
42,36,31
35,1,72
36,14,37
60,81,13
21,21,31
38,99,83
27,28,67
95,0,44
40,99,44
31,37,0
83,56,96
15,64,0
78,14,60
67,79,74
21,53,8
65,51,63
97,24,33
6,80,66
79,31,12
53,23,52
91,23,81
15,32,91
33,49,85
83,56,68
71,95,33
54,45,96
65,84,84
82,11,42
62,48,53
7,94,35
7,49,54
86,43,10
87,91,40
84,55,19
75,4,57
22,28,14
69,17,19
18,62,63
2,37,42
63,4,84
77,43,10
86,28,18
83,87,87
37,92,98
54,98,45
76,78,60
52,14,4
79,58,58
42,72,12
44,29,81
89,23,56
42,72,28
42,3,46
50,23,88
35,20,99
11,1,21
5,4,96
20,65,67
26,20,55
53,62,43
79,10,95
97,99,8
24,69,87
72,97,87
88,72,67
70,71,53
29,71,75
42,55,55
5,60,4
19,50,66
54,17,68
55,30,84
60,20,48
0,98,83
48,91,56
93,77,71
46,14,11
72,77,54
32,96,27
30,37,38
74,28,43
32,11,62
48,65,99
69,65,33
86,88,95
79,54,10
28,49,86
54,39,11
17,85,21
9,4,98
98,96,46
99,6,0
45,2,53
86,25,17
43,24,84
20,73,36
71,89,33
3,3,65
44,60,34
69,67,93
4,57,0
50,40,20
11,49,75
56,8,46
88,38,9
61,8,16
40,42,45
75,12,8
94,21,33
78,2,8
26,73,44
67,9,66
0,93,1
34,49,10
70,99,16
3,25,49
86,34,13
26,12,98
24,4,16
66,1,33
69,26,7
83,93,63
61,89,48
72,38,72
13,63,68
3,71,25
25,79,12
13,96,85
22,68,3
6,26,66
76,86,46
78,64,75
81,9,20
98,84,4
60,80,32
73,80,1
3,39,79
66,51,90
50,64,26
71,84,11
1,97,86
27,86,63
16,3,44
95,25,85
65,37,12
40,81,87
59,27,39
6,67,40
5,57,72
58,54,5
38,98,84
60,38,12
68,65,75
52,21,49
14,48,5
27,73,22
90,55,78
18,78,85
53,79,76
60,44,41
7,72,16
88,13,76
85,90,24
33,15,73
45,47,25
69,19,88
82,72,74
97,72,70
42,99,14
1,0,66
26,34,53
70,13,21
15,80,91
68,93,44
68,54,88
48,73,52
83,92,82
91,75,59
36,52,56
85,67,49
58,87,0
74,78,43
85,90,39
71,31,2
92,17,99
29,8,1
28,80,1
61,10,58
27,77,79
89,81,78
53,96,2
96,34,85
31,64,32
96,49,48
34,96,62
31,78,10
27,58,87
57,3,42
28,20,93
42,66,43
72,49,13
47,53,5
37,15,28
17,19,60
11,56,15
9,57,20
92,74,26
92,64,56
15,34,83
16,52,43
59,6,89
86,30,39
54,33,44
14,78,13
27,76,71
67,5,63
42,14,49
77,14,0
10,91,89
51,59,21
28,82,11
9,9,63
63,61,3
67,17,37
76,16,16
69,16,30
60,40,75
47,3,17
64,65,17
57,26,91
38,12,91
10,87,10
73,77,87
14,59,56
89,7,16
52,19,55
10,60,3
1,44,95
44,54,55
79,34,45
86,27,7
70,52,72
98,70,8
39,74,94
5,96,8
98,49,68
72,93,90
47,4,29
26,32,29
35,28,97
93,30,2
28,97,75
77,39,39
1,37,11
65,66,55
0,96,75
68,85,58
89,6,17
11,96,43
41,11,12
56,49,82
98,69,76
16,87,9
33,63,94
16,92,35
10,29,46
47,82,76
6,89,16
93,11,62
57,60,61
27,20,27
58,33,39
70,81,25
84,8,59
49,44,38
99,70,43
55,77,13
12,17,99
11,38,34
68,15,88
24,65,96
62,61,20
19,13,73
56,99,34
87,7,39
24,13,80
22,5,79
28,48,76
19,77,45
33,44,83
18,66,52
81,4,28
99,45,6
24,44,36
37,65,66
96,3,12
0,51,12
4,88,35
54,46,8
56,3,44
59,14,86
56,58,19
12,16,99
68,30,41
4,30,37
89,81,34
54,8,44
10,53,38
25,30,37
89,73,16
9,62,28
25,51,85
42,60,18
4,20,85
42,73,16
89,72,3
6,76,88
3,33,66
81,8,77
63,69,18
36,5,36
16,5,91
85,33,43
69,79,22
15,89,71
90,20,54
72,64,66
68,22,72
83,16,61
98,43,91
